"RegionName","StateName","Metro","StateCodeFIPS","MunicipalCodeFIPS","avg_2019","avg_2022","price_changes"
"Huron County","MI",NA,"26","063",120411.230803654,159269.139138813,0.322710000353055
"Polk County","MO","Springfield, MO","29","167",156703.210297875,228652.451403862,0.459143376636764
"Amherst County","VA","Lynchburg, VA","51","009",160737.781811108,208259.433968166,0.295647057098889
"Coos County","NH","Berlin, NH","33","007",125997.63379139,206164.88040177,0.636259937572406
"Titus County","TX","Mount Pleasant, TX","48","449",146382.114833068,214872.580642888,0.46788821085093
"Malheur County","OR","Ontario, OR-ID","41","045",149518.723013527,264434.299559253,0.768569810052014
"Polk County","MN","Grand Forks, ND-MN","27","119",180272.801807694,212741.559028796,0.180109017530762
"Bolivar County","MS","Cleveland, MS","28","011",151648.377945824,148373.717721201,-0.0215937702003812
"Adams County","NE","Hastings, NE","31","001",134885.031090022,174591.587215894,0.294373332644828
"Williamsburg County","SC",NA,"45","089",80969.1937521252,109926.65579997,0.357635548854463
"Bee County","TX","Beeville, TX","48","025",138618.858153391,168922.221815387,0.21860924311224
"Gilmer County","GA",NA,"13","123",207534.774963869,365039.932151462,0.758933808635276
"Pontotoc County","MS","Tupelo, MS","28","115",147207.667198637,193822.263299846,0.316658751465094
"Delta County","CO",NA,"08","029",251215.201640741,369439.805374576,0.470610866546626
"Wabash County","IN","Wabash, IN","18","169",113262.022277203,148711.270472197,0.312984418627401
"McCurtain County","OK",NA,"40","089",114688.087894059,186523.614433523,0.626355603781799
"Summit County","CO","Breckenridge, CO","08","117",654846.265932871,1014416.90125424,0.549091678501271
"Elk County","PA","St. Marys, PA","42","047",82919.7998279209,115603.521880373,0.394160648244197
"Lake County","MT",NA,"30","047",302373.841948619,538395.671617841,0.780562988346485
"Stone County","MO",NA,"29","209",191134.678267356,304837.417491594,0.594882834737042
"Kleberg County","TX","Kingsville, TX","48","273",107010.892127932,137085.72623059,0.281044606811655
"Muhlenberg County","KY","Central City, KY","21","177",86459.9196890587,114259.612287544,0.321532713637289
"Washington County","ME",NA,"23","029",115359.581011174,185208.187812006,0.605485961275006
"Greene County","IN",NA,"18","055",113101.554723856,162956.988966294,0.440802377687581
"Freeborn County","MN","Albert Lea, MN","27","047",117316.048663026,157350.99967537,0.341257240323005
"Caroline County","VA",NA,"51","033",200154.384185231,274756.893554985,0.372724832750671
"Clare County","MI",NA,"26","035",88046.4910708863,125186.953893361,0.421827859017944
"Marshall County","WV","Wheeling, WV-OH","54","051",104418.843519703,130001.886325336,0.245004081095822
"Sheridan County","WY","Sheridan, WY","56","033",278966.092004924,385011.807758261,0.380138370908051
"Hardin County","OH",NA,"39","065",116944.897419246,157767.48886694,0.34907543936138
"Obion County","TN","Union City, TN","47","131",96656.926404244,131410.649376163,0.359557501617318
"Vernon County","WI",NA,"55","123",161023.487634942,217387.197198573,0.350034087520289
"Iberville Parish","LA","Baton Rouge, LA","22","047",136512.318045476,148336.028931892,0.0866127764563861
"Randolph County","IL",NA,"17","157",92231.5585051603,114722.299983839,0.243850823332024
"Ottawa County","OK","Miami, OK","40","115",78544.2908507606,107929.519362623,0.374123035469202
"Trempealeau County","WI",NA,"55","121",177401.143930841,232087.050299251,0.308261295032737
"Boyle County","KY","Danville, KY","21","021",139499.53655195,186643.74295974,0.337952423162589
"Jefferson County","ID","Idaho Falls, ID","16","051",249441.33825621,451466.359290458,0.809909946950095
"Caledonia County","VT",NA,"50","005",181285.368542572,246064.844797254,0.357334277859658
"Knox County","KY","London, KY","21","121",88751.504596764,122639.623918689,0.381831490923941
"Mecklenburg County","VA",NA,"51","117",119134.09076175,160810.69577213,0.349829379180187
"Giles County","TN",NA,"47","055",146709.376685306,220836.354884979,0.505264079736882
"Austin County","TX","Houston-The Woodlands-Sugar Land, TX","48","015",258392.424985042,349702.060502639,0.353375821767539
"Wayne County","GA","Jesup, GA","13","305",122156.197847158,175534.509574568,0.436967691104775
"Bladen County","NC",NA,"37","017",105718.524984297,133422.205923998,0.262051338153037
"McPherson County","KS","McPherson, KS","20","113",153813.438756454,188480.778181636,0.22538563408672
"Powhatan County","VA","Richmond, VA","51","145",316938.766707112,405555.46769748,0.2796019619533
"Smyth County","VA",NA,"51","173",100051.030656479,129737.428629201,0.296712565357265
"Schoharie County","NY","Albany-Schenectady-Troy, NY","36","095",145192.325057932,198527.778056376,0.367343473404419
"Adams County","MS","Natchez, MS-LA","28","001",108496.818686266,149834.339564042,0.381002147144139
"Cass County","MN","Brainerd, MN","27","021",205201.56352307,297070.434443187,0.447700638059652
"Madison County","GA","Athens-Clarke County, GA","13","195",174006.600115605,270623.289440533,0.555247267981433
"Meade County","KY","Elizabethtown-Fort Knox, KY","21","163",148298.053643665,217980.490067246,0.469880991095247
"Door County","WI",NA,"55","029",232447.237079323,325571.001109191,0.400623234760536
"Sumter County","GA","Americus, GA","13","261",75270.0317018758,106190.402565325,0.410792584569595
"Haralson County","GA","Atlanta-Sandy Springs-Alpharetta, GA","13","143",147965.673888866,221602.408495965,0.497660928185313
"Park County","WY",NA,"56","029",279459.008957134,389555.017417011,0.393961206943109
"Marion County","SC",NA,"45","067",60826.962490838,78962.5890174159,0.298151112334593
"Meade County","SD","Rapid City, SD","46","093",233879.728529647,340252.716467199,0.454819186794413
"Franklin County","ME",NA,"23","007",157183.862635953,243683.375301647,0.55030784468017
"Hancock County","WV","Weirton-Steubenville, WV-OH","54","029",93379.9417955734,126398.643010735,0.353595221631701
"Marion County","AL",NA,"01","093",97640.2783178154,127446.931736844,0.305270057936636
"Gallia County","OH","Point Pleasant, WV-OH","39","053",105854.184258868,140510.885752413,0.327400392683505
"Orange County","VT","Lebanon, NH-VT","50","017",222942.884029991,298555.402997457,0.339156458374761
"Neshoba County","MS",NA,"28","099",111546.867428228,146287.74364129,0.311446453083193
"Carroll County","VA",NA,"51","035",118049.809903714,152997.276534547,0.296040007682667
"Mason County","MI","Ludington, MI","26","105",149334.492687563,224655.388322017,0.50437708180413
"Decatur County","GA","Bainbridge, GA","13","087",96618.2709058324,140081.678860604,0.449846675450577
"Pine County","MN",NA,"27","115",167308.716296272,246771.858100527,0.474949205058399
"Garrett County","MD",NA,"24","023",214132.835632655,311493.394279215,0.454673653197131
"Ripley County","IN",NA,"18","137",167657.497371462,242669.361726939,0.447411332815499
"Alpena County","MI","Alpena, MI","26","007",113301.607594063,148215.959797073,0.308154076048951
"Fayette County","OH","Washington Court House, OH","39","047",137346.506441925,188468.733684546,0.372213524515365
"Ellis County","KS","Hays, KS","20","051",169614.590259009,211846.631857437,0.248988259405859
"Grimes County","TX",NA,"48","185",205376.144016688,295264.491616431,0.437676673842113
"Morgan County","CO","Fort Morgan, CO","08","087",226796.59303201,323547.460913391,0.426597536532332
"Stoddard County","MO",NA,"29","207",106171.077399431,131531.589144183,0.238864598212013
"Van Wert County","OH","Van Wert, OH","39","161",107556.48577916,146321.836094957,0.360418528320004
"Cass County","TX",NA,"48","067",110660.477966753,166369.039083651,0.503418764679793
"Marion County","TN","Chattanooga, TN-GA","47","115",144937.730192845,201361.280843612,0.389295117121628
"Glenn County","CA",NA,"06","021",257206.193735361,357427.394875001,0.389653140479024
"Dunklin County","MO","Kennett, MO","29","069",81084.4016775752,90270.3991891551,0.113289329655625
"Le Sueur County","MN","Minneapolis-St. Paul-Bloomington, MN-WI","27","079",230294.758465857,305611.714787253,0.327045899017118
"Custer County","OK","Weatherford, OK","40","039",118126.557882325,136414.405995541,0.154815720029981
"Marion County","MO","Hannibal, MO","29","127",114834.782720568,153404.942965949,0.335875240337543
"Leflore County","MS","Greenwood, MS","28","083",62672.1045531698,88970.4255792093,0.419617646695246
"Dillon County","SC",NA,"45","033",89830.9399055693,102039.361871832,0.135904422007566
"Cherokee County","NC",NA,"37","039",162391.234918935,255083.610412628,0.570796666088318
"Montgomery County","IL",NA,"17","135",87908.9921472945,105440.616256732,0.199429247011076
"Jasper County","SC","Hilton Head Island-Bluffton, SC","45","053",229703.774924987,339081.769494262,0.47616977389681
"Sanpete County","UT",NA,"49","039",189681.653087604,333348.823144892,0.757412051817874
"Copiah County","MS","Jackson, MS","28","029",94885.8899919624,117230.616720833,0.235490511084033
"Perry County","KY",NA,"21","193",68460.5987720805,81463.3368748646,0.189930242153927
"Elmore County","ID","Mountain Home, ID","16","039",180567.760563874,342390.880571039,0.896190546428807
"Lincoln County","WI","Wausau-Weston, WI","55","069",143752.996042052,187822.236488856,0.306562239815247
"Carroll County","TN",NA,"47","017",104836.990391006,148412.249398985,0.415647748427905
"Wythe County","VA",NA,"51","197",126756.905578687,165012.496188299,0.3018028125171
"Palo Pinto County","TX","Mineral Wells, TX","48","363",150654.357947928,239385.62896824,0.588972481307059
"Jones County","GA","Macon-Bibb County, GA","13","169",155170.942530175,209388.002874955,0.349402146179762
"Codington County","SD","Watertown, SD","46","029",211630.874310337,283852.387102187,0.341261704026906
"Logan County","IL","Lincoln, IL","17","107",100907.441587637,113940.869062443,0.129162203200717
"Winchester City","VA","Winchester, VA-WV","51","840",221255.15312139,290834.481389409,0.314475515197809
"Hocking County","OH","Columbus, OH","39","073",147398.999463493,213936.671141252,0.451411962903035
"Grant County","NM","Silver City, NM","35","017",136689.806018198,176386.896833533,0.290417346923811
"Carroll County","AR",NA,"05","015",155159.623787053,229535.398268131,0.479350056836651
"Randolph County","WV","Elkins, WV","54","083",116444.037375417,137567.152446167,0.181401431510394
"Tate County","MS","Memphis, TN-MS-AR","28","137",148682.684374391,197091.5606467,0.325585164647774
"Wells County","IN","Bluffton, IN","18","179",143438.421927948,196220.250538805,0.367975524977336
"Montgomery County","KY","Mount Sterling, KY","21","173",129477.650764683,174656.715736282,0.348933307831711
"Scott County","MS",NA,"28","123",92433.7325128547,119298.956651437,0.290643073780947
"Dinwiddie County","VA","Richmond, VA","51","053",153376.003651554,223039.680175953,0.45420192771917
"Fredericksburg City","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","630",319306.88262976,411922.43735734,0.290051858465479
"Washington County","IN","Louisville/Jefferson County, KY-IN","18","175",134618.872665192,183353.867250452,0.362022007913164
"Jackson County","WV","Charleston, WV","54","035",129331.908081699,171198.694844767,0.323715836130868
"Monroe County","GA","Macon-Bibb County, GA","13","207",202832.588906911,279098.966677581,0.376006529235164
"Baker County","FL","Jacksonville, FL","12","003",196661.817083772,293754.288243677,0.493702705485252
"Bradford County","FL",NA,"12","007",134608.376692042,207262.80178157,0.539746684975984
"Yazoo County","MS","Jackson, MS","28","163",105929.945979864,111922.320778122,0.0565692235828816
"White County","GA",NA,"13","311",183883.173192296,298799.730341831,0.624943300436528
"Peach County","GA","Warner Robins, GA","13","225",137572.1332627,190665.561486236,0.385931561605953
"Henderson County","TN",NA,"47","077",123039.439983777,176583.046140039,0.435174332419924
"Union County","MS",NA,"28","145",137015.565516759,180316.881424062,0.316032092733334
"McDonough County","IL","Macomb, IL","17","109",72500.9804120225,84997.5814412699,0.172364579875049
"Del Norte County","CA","Crescent City, CA","06","015",252670.742675783,347979.594821167,0.377205730810236
"Jennings County","IN","North Vernon, IN","18","079",126143.166694517,179893.627240784,0.426106795593892
"Henry County","OH",NA,"39","069",126965.552068057,170220.811010154,0.340684998706668
"Currituck County","NC","Virginia Beach-Norfolk-Newport News, VA-NC","37","053",333802.628108193,479388.844671604,0.436144608532632
"Upson County","GA","Thomaston, GA","13","293",84409.1063730612,140742.255505612,0.667382366110792
"Adams County","OH",NA,"39","001",107469.09135305,154208.97717702,0.434914683240627
"San Jacinto County","TX",NA,"48","407",159941.195205747,240764.234274433,0.505329717992392
"Iroquois County","IL",NA,"17","075",97247.3539606541,124546.869491045,0.280722450725351
"San Miguel County","NM","Las Vegas, NM","35","047",165940.861891915,214353.722747063,0.291747676269647
"Logan County","KY",NA,"21","141",120488.435742195,164252.556558517,0.363222582704639
"Orleans County","VT",NA,"50","019",182035.555173695,244651.492674694,0.343976414065105
"Union County","SC","Union, SC","45","087",75105.8429297622,109021.359322865,0.451569612564232
"Cibola County","NM","Grants, NM","35","006",114558.09975189,162389.19765059,0.41752698414422
"Pike County","OH",NA,"39","131",115669.45424605,152760.352582986,0.320662862798998
"Caddo County","OK",NA,"40","015",79726.6310605754,88156.6151498648,0.105736113230275
"White County","TN",NA,"47","185",150040.272923224,235131.249633387,0.56712091395424
"Tillamook County","OR",NA,"41","057",331316.324146034,514449.377145015,0.552743827129574
"Fluvanna County","VA","Charlottesville, VA","51","065",227616.319466132,311267.061052171,0.367507662817148
"West Baton Rouge Parish","LA","Baton Rouge, LA","22","121",198502.163455773,232259.717643216,0.170061391774023
"Woodford County","KY","Lexington-Fayette, KY","21","239",210194.395808169,275933.630223273,0.312754458378134
"Mineral County","WV","Cumberland, MD-WV","54","057",126462.466085683,165967.827015892,0.312388032220113
"Toombs County","GA","Vidalia, GA","13","279",105570.680053302,146796.183322887,0.390501446507408
"Harlan County","KY",NA,"21","095",43942.8035588819,53964.6381742378,0.228065435149741
"Marlboro County","SC","Bennettsville, SC","45","069",78005.7568472421,96970.4096611926,0.243118630988848
"Carroll County","OH","Canton-Massillon, OH","39","019",138512.347360241,187501.493544885,0.353680715967033
"Carter County","KY","Huntington-Ashland, WV-KY-OH","21","043",76806.2151063041,115024.252319294,0.497590424942746
"De Soto Parish","LA","Shreveport-Bossier City, LA","22","031",148886.47453406,170011.585462664,0.141887374220625
"Gillespie County","TX","Fredericksburg, TX","48","171",361164.364641609,531589.830135523,0.471877854458402
"Hardin County","TN",NA,"47","071",123933.443538074,175475.514792226,0.415885089469951
"Boone County","IA","Ames, IA","19","015",155988.157356037,194517.764863225,0.247003414619779
"Lewis County","NY",NA,"36","049",130260.32608949,167887.754487872,0.288863305720049
"Stephens County","GA","Toccoa, GA","13","257",113758.181041436,184797.655948056,0.624477943091804
"Juneau County","WI",NA,"55","057",134647.424875712,195057.666197381,0.44865500678851
"Geneva County","AL","Dothan, AL","01","061",109748.481309353,141211.870264649,0.286686326588958
"Wasco County","OR","The Dalles, OR","41","065",253601.066066346,379620.423814362,0.496919668764513
"Ashe County","NC",NA,"37","009",220056.627109993,311008.716442624,0.413312202986597
"King George County","VA",NA,"51","099",306366.510677897,406204.587490545,0.32587790549214
"Oceana County","MI",NA,"26","127",148557.160134202,208388.031320574,0.402746465618508
"Cass County","NE","Omaha-Council Bluffs, NE-IA","31","025",204842.567216919,276055.052628112,0.347644956703663
"Decatur County","IN","Greensburg, IN","18","031",146938.681662561,207426.998313306,0.411656862347886
"Clay County","IN","Terre Haute, IN","18","021",103245.677000183,145502.680029589,0.40928593096766
"Mille Lacs County","MN","Minneapolis-St. Paul-Bloomington, MN-WI","27","095",198701.050926486,279466.985878764,0.406469591256263
"Wyoming County","PA","Scranton--Wilkes-Barre, PA","42","131",162917.055353732,206396.314530815,0.266879726512849
"Grayson County","KY",NA,"21","085",123199.24869851,175430.555364167,0.423957996639056
"Sunflower County","MS","Indianola, MS","28","133",90763.4711086021,112870.110182402,0.243563173640075
"Union County","OR","La Grande, OR","41","061",197840.418179972,286442.187526376,0.447844632363261
"Dawson County","GA","Atlanta-Sandy Springs-Alpharetta, GA","13","085",262239.50156894,390060.308636755,0.48742011139848
"Charlevoix County","MI",NA,"26","029",204023.562642762,318481.405904635,0.561003061505622
"Grady County","GA",NA,"13","131",113917.760478844,162187.396067275,0.423723529900283
"Simpson County","MS","Jackson, MS","28","127",134829.296025091,155938.986161165,0.156566048762477
"Dickinson County","MI","Iron Mountain, MI-WI","26","043",111659.141092489,136806.82265147,0.225218296620702
"Franklin County","KS","Ottawa, KS","20","059",138888.476977973,198486.263038454,0.429105332258296
"Garvin County","OK",NA,"40","049",79437.9594246324,115219.615311342,0.450435234563865
"Taylor County","KY","Campbellsville, KY","21","217",115278.994483281,163387.349896814,0.417321088106044
"Edgefield County","SC","Augusta-Richmond County, GA-SC","45","037",169666.349358844,237609.278999586,0.400450235992544
"Russell County","VA",NA,"51","167",91754.5434496988,118094.902637664,0.287074167639508
"McNairy County","TN",NA,"47","109",103313.176908661,145954.02358521,0.412733863699189
"Montezuma County","CO",NA,"08","083",242614.123662537,349275.203983486,0.439632609638622
"Elbert County","CO","Denver-Aurora-Lakewood, CO","08","039",476266.152368958,687084.830409319,0.442648878136194
"Brown County","MN","New Ulm, MN","27","015",159384.517894678,199524.262104151,0.25184217852325
"Montgomery County","NC",NA,"37","123",129883.59956174,193079.966622372,0.486561561843617
"Lamoille County","VT",NA,"50","015",304183.909021041,431934.182877823,0.41997709302876
"Johnson County","AR",NA,"05","071",122456.707010644,155253.554488053,0.26782401942719
"Morehouse Parish","LA","Monroe, LA","22","067",71029.1718775599,82257.4142595824,0.158079308616715
"Hart County","GA",NA,"13","147",182122.152926682,285000.56746669,0.564886878870929
"Barton County","KS","Great Bend, KS","20","009",76180.8332241504,91343.3865710054,0.19903370316575
"Lawrence County","SD","Spearfish, SD","46","081",262880.109479752,390143.938541115,0.484113572963825
"Mason County","WV","Point Pleasant, WV-OH","54","053",92998.8976111109,125226.945577448,0.346542257964215
"Cheboygan County","MI",NA,"26","031",139349.373754516,210589.383301253,0.511233080044092
"Benton County","IA","Cedar Rapids, IA","19","011",161920.094141572,198015.210209299,0.222919312510827
"Hardee County","FL","Wauchula, FL","12","049",118448.051267194,184396.921451871,0.556774632247093
"Hardeman County","TN",NA,"47","069",91234.5693996528,130819.072205884,0.433876140006004
"Plymouth County","IA",NA,"19","149",177938.061452895,232711.546618723,0.307823321882871
"Lyon County","MN","Marshall, MN","27","083",158853.359340058,191581.087668267,0.206024779483247
"Lauderdale County","TN",NA,"47","097",79661.8050187196,125769.254998821,0.578789922840265
"Gladwin County","MI",NA,"26","051",116460.669507998,155184.568739745,0.332506239190798
"Adair County","MO","Kirksville, MO","29","001",129224.126386695,167188.591341923,0.293787747046722
"Posey County","IN","Evansville, IN-KY","18","129",151643.353253606,198142.696326013,0.306636209729828
"Luna County","NM","Deming, NM","35","029",107058.071726626,135602.185325197,0.266622713619006
"Salem City","VA","Roanoke, VA","51","775",169854.977343331,221438.812045289,0.303693394852312
"Iosco County","MI",NA,"26","069",100590.034387929,138747.690018771,0.379338329716507
"Barbour County","AL","Eufaula, AL-GA","01","005",106959.204363444,140350.703923406,0.312189116950597
"Audrain County","MO","Mexico, MO","29","007",98217.9184346715,133886.070692964,0.363153208973952
"Staunton City","VA","Staunton, VA","51","790",166158.554845132,225378.331097573,0.356405219747108
"Pottawatomie County","KS","Manhattan, KS","20","149",205541.488524365,262392.935642611,0.276593536061242
"Todd County","MN",NA,"27","153",169276.715881151,230539.858696149,0.361911220312251
"Fannin County","GA",NA,"13","111",275981.655391155,478694.211247594,0.734514602317063
"Churchill County","NV","Fallon, NV","32","001",241685.011888907,357579.663058345,0.479527672252638
"Prentiss County","MS","Tupelo, MS","28","117",106218.263212638,141855.009704207,0.335504887895097
"Otsego County","MI",NA,"26","137",154970.810928556,214163.962144751,0.381963228181623
"Cherokee County","AL",NA,"01","019",153430.645496017,213918.788666793,0.394237689447423
"Jackson County","OK","Altus, OK","40","065",75705.3844647325,96500.3741856764,0.274683100389395
"Macon County","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","47","111",148980.272324991,230825.292185008,0.54936817192465
"Butts County","GA","Atlanta-Sandy Springs-Alpharetta, GA","13","035",158902.454791881,246569.318096005,0.551702385082372
"Manistee County","MI",NA,"26","101",149004.475579093,218932.519917625,0.469301637194205
"Payette County","ID","Ontario, OR-ID","16","075",205021.723596014,404164.771422696,0.971326571320245
"Grant County","KY","Cincinnati, OH-KY-IN","21","081",152148.331817661,210779.746804817,0.385356936134015
"Uvalde County","TX","Uvalde, TX","48","463",139795.156466413,177826.308098739,0.272049136705705
"Washington County","FL",NA,"12","133",122390.262913151,199190.799091443,0.627505279834156
"Routt County","CO","Steamboat Springs, CO","08","107",570474.822417941,969646.052009063,0.699717522850959
"Chattooga County","GA","Summerville, GA","13","055",97637.7854922513,150844.942786498,0.544944326891455
"Milam County","TX",NA,"48","331",162249.156961894,229049.193071055,0.411712685353735
"Randolph County","MO","Moberly, MO","29","175",104762.042170827,142012.544349021,0.35557250895751
"Texas County","MO",NA,"29","215",117463.389183837,171669.418458568,0.461471694724343
"Bremer County","IA","Waterloo-Cedar Falls, IA","19","017",176305.094610306,210682.53440019,0.194988351674524
"Hickman County","TN",NA,"47","081",110562.059893979,152766.267210884,0.381724140789127
"Cleburne County","AR",NA,"05","023",160856.221657384,225580.876600354,0.402375825293419
"Somerset County","MD","Salisbury, MD-DE","24","039",123941.111722801,174210.152755135,0.405588108203859
"Yates County","NY","Rochester, NY","36","123",187905.457727662,250536.493099817,0.33331142229476
"Nicholas County","WV",NA,"54","067",85158.3705980305,115666.457039123,0.358251176330028
"Randolph County","IN",NA,"18","135",92285.4380279895,125644.976647587,0.361482150731944
"Bell County","KY","Middlesborough, KY","21","013",71516.9856656808,79634.4523017088,0.113504037683783
"Rowan County","KY",NA,"21","205",105739.642972943,135179.891926824,0.278422057481445
"Miller County","MO",NA,"29","131",145902.200272707,227175.211469816,0.557037598097907
"Marion County","MS",NA,"28","091",105771.859370783,133123.32613194,0.258589259221357
"Teller County","CO","Colorado Springs, CO","08","119",314889.142357677,468574.895180619,0.48806304235277
"White County","IN",NA,"18","181",133729.067112425,181509.963596145,0.357296267112602
"Waushara County","WI",NA,"55","137",158043.204286361,217432.984315443,0.375781928095261
"Cassia County","ID","Burley, ID","16","031",187374.98114152,305629.732078508,0.631112810347252
"Fayette County","TX",NA,"48","149",293557.653996983,433011.099741623,0.475046192275654
"Abbeville County","SC",NA,"45","001",117420.426467563,175012.233483368,0.490475198808051
"Lincoln County","KY","Danville, KY","21","137",111002.457106899,158266.216012142,0.42579020444319
"Crook County","OR","Prineville, OR","41","013",288590.868583984,454369.156702198,0.574440518272911
"Goochland County","VA","Richmond, VA","51","075",373442.285723052,477357.292766159,0.27826256162156
"Scott County","IN","Scottsburg, IN","18","143",123463.017313873,168903.115034532,0.36804622719644
"George County","MS",NA,"28","039",139471.494538181,186819.525442282,0.339481777698593
"Shelby County","TX",NA,"48","419",146357.80059788,201692.01441051,0.378074920411397
"Jefferson County","OR",NA,"41","031",260604.178001748,401889.795320679,0.54214640149777
"Burke County","GA","Augusta-Richmond County, GA-SC","13","033",92860.3455812674,133846.006481741,0.441368817269853
"Union County","GA",NA,"13","291",214732.446398716,339914.833838184,0.582969129905169
"Aransas County","TX","Rockport, TX","48","007",207320.210736392,310064.568770821,0.495582932650348
"Jerome County","ID","Twin Falls, ID","16","053",212635.26326539,359955.800765998,0.692832107140846
"Dawson County","NE","Lexington, NE","31","047",126378.372636276,165809.680009273,0.312009931370784
"Fairfax City","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV","51","600",529207.875823538,648232.854263159,0.224911577996448
"Upshur County","WV",NA,"54","097",116693.700958944,142278.911457388,0.219250998881638
"Hood River County","OR","Hood River, OR","41","027",460742.655148128,655467.786711997,0.422633175782833
"Saline County","IL",NA,"17","165",59545.5194913739,65478.3720526437,0.0996355831966378
"Blaine County","ID","Hailey, ID","16","013",521814.110217388,942054.158054405,0.805344354643737
"Itawamba County","MS","Tupelo, MS","28","057",127395.475580359,163759.027838747,0.285438333604331
"Ohio County","KY",NA,"21","183",122311.818298673,123065.446408154,0.00616153140361599
"Mingo County","WV",NA,"54","059",46870.5427728056,65838.9550014126,0.404697942598023
"Seminole County","OK",NA,"40","133",66838.6401907802,92230.5822630028,0.379899142169042
"Washington County","MO",NA,"29","221",109282.173180947,158980.707649381,0.454772567398929
"Page County","VA",NA,"51","139",163790.693308917,241247.213187731,0.47289939564959
"Iowa County","WI","Madison, WI","55","049",196060.191383065,251919.020566664,0.284906531966307
"Winston County","AL",NA,"01","133",145800.019781744,192851.993022615,0.322715822064396
"Saint Francis County","AR","Forrest City, AR","05","123",69505.7004944181,75815.6540245927,0.0907832520971624
"Juniata County","PA",NA,"42","067",163846.796278428,204848.048007006,0.250241400258473
"Plaquemines Parish","LA","New Orleans-Metairie, LA","22","075",256503.39692668,292492.472989693,0.140306430613471
"Menominee County","MI","Marinette, WI-MI","26","109",99257.3470245409,150260.363113328,0.513846255392831
"Roscommon County","MI",NA,"26","143",98953.7420117749,156828.260372517,0.584864373838995
"Antrim County","MI",NA,"26","009",183289.192109447,294759.204949243,0.608164679853213
"Fayette County","IN","Connersville, IN","18","041",83771.0371491791,120692.277256174,0.440739918753129
"Grainger County","TN","Morristown, TN","47","057",157081.061950632,235370.468458958,0.498401306536434
"Anderson County","KY","Frankfort, KY","21","005",136069.695679957,201875.02863214,0.483614905018678
"Clarke County","AL",NA,"01","025",106591.204527343,142916.171130178,0.340787654702937
"Teton County","WY","Jackson, WY-ID","56","039",1152034.2254523,1962086.09081077,0.703149131737331
"Saline County","MO","Marshall, MO","29","195",130351.897629668,132757.892717472,0.0184576913075698
"Starke County","IN",NA,"18","149",116810.055942979,170218.174181794,0.457221921585986
"Meeker County","MN",NA,"27","093",185033.319213884,258076.806312695,0.394758562453163
"McDonald County","MO",NA,"29","119",115042.792009639,173865.717271305,0.511313435932062
"Franklin County","GA",NA,"13","119",146783.172676079,237404.030897223,0.617379067157282
"Curry County","OR","Brookings, OR","41","015",321396.146091312,456735.211151698,0.421097348883378
"Hampshire County","WV","Winchester, VA-WV","54","027",157272.973097066,214721.510444316,0.365279146289132
"Yankton County","SD","Yankton, SD","46","135",195119.545485567,244019.89298924,0.250617370914743
"Poinsett County","AR","Jonesboro, AR","05","111",80784.7873318788,102940.319980322,0.274253772030422
"Tattnall County","GA",NA,"13","267",114559.169663992,159046.117200476,0.388331616464803
"Crawford County","MO",NA,"29","055",134166.835550506,196197.622939253,0.462340690486037
"Allen Parish","LA",NA,"22","003",97261.0106091803,115325.074398809,0.185727699892145
"Ray County","MO","Kansas City, MO-KS","29","177",151905.433879244,218923.535052977,0.441183040410584
"Pacific County","WA",NA,"53","049",193701.98550798,331366.454128373,0.710702413603925
"Columbia County","AR","Magnolia, AR","05","027",115054.329837186,135546.837478153,0.178111572767116
"Osceola County","MI",NA,"26","133",107532.655729952,165837.216198418,0.542203296967634
"Hopewell City","VA","Richmond, VA","51","670",109523.796748319,158822.490613589,0.450118561709074
"Ouachita County","AR","Camden, AR","05","103",71799.7933216593,88411.4673838837,0.231361028962925
"Vilas County","WI",NA,"55","125",259940.597736661,342850.232681062,0.318956083298674
"Johnson County","KY",NA,"21","115",90442.6024986477,111766.218539103,0.235769598080441
"Caswell County","NC",NA,"37","033",118018.322842476,168283.004873917,0.425905747690814
"Franklin County","IN","Cincinnati, OH-KY-IN","18","047",182672.718500468,255500.191480373,0.398677337140077
"Emanuel County","GA",NA,"13","107",67096.9834674525,101139.780871453,0.507367032685069
"Rockbridge County","VA",NA,"51","163",208690.212137621,270988.727962953,0.298521503175475
"Sumner County","KS","Wichita, KS","20","191",82962.9642204741,114827.868561355,0.384085894715625
"Panola County","TX",NA,"48","365",149356.5683286,189308.622140712,0.267494454774917
"Washington County","IA","Iowa City, IA","19","183",154401.962968719,194459.849261303,0.259438970349745
"New Kent County","VA","Richmond, VA","51","127",281670.067110806,365589.992234851,0.297936965701904
"Lee County","VA",NA,"51","105",73056.2572917113,85843.5842543836,0.17503397295064
"Klickitat County","WA",NA,"53","039",290954.241471421,464934.207385134,0.597963325895706
"Mercer County","KY",NA,"21","167",131906.172902238,180225.332622996,0.366314620897761
"Bibb County","AL","Birmingham-Hoover, AL","01","007",132569.521198851,180068.918036784,0.358298019095086
"Anson County","NC","Charlotte-Concord-Gastonia, NC-SC","37","007",59734.7623348519,92384.5500765117,0.546579352883948
"Brooke County","WV","Weirton-Steubenville, WV-OH","54","009",88547.1246559119,114660.593628948,0.29491041154087
"Sabine Parish","LA",NA,"22","085",159215.019895833,194631.300892866,0.222443089981109
